match_sequence,match_id,half_sequence,start_position,end_position,pass_frequency
11,3895180,2,Left Attacking Midfield,Right Defensive Midfield,3
11,3895180,2,Left Attacking Midfield,Left Center Back,4
11,3895180,2,Left Attacking Midfield,Right Attacking Midfield,2
11,3895180,2,Left Attacking Midfield,Right Center Back,3
11,3895180,2,Left Attacking Midfield,Goal,1
11,3895180,2,Left Attacking Midfield,Right Wing Back,1
11,3895180,2,Left Attacking Midfield,Center Forward,3
11,3895180,2,Left Attacking Midfield,Blocked,1
11,3895180,2,Left Attacking Midfield,Post,1
11,3895180,2,Right Center Back,Right Attacking Midfield,9
11,3895180,2,Right Center Back,Left Center Back,5
11,3895180,2,Right Center Back,Left Defensive Midfield,5
11,3895180,2,Right Center Back,Right Wing Back,5
11,3895180,2,Right Center Back,Center Back,6
11,3895180,2,Right Center Back,Right Defensive Midfield,6
11,3895180,2,Right Center Back,Center Forward,1
11,3895180,2,Right Center Back,Off T,1
11,3895180,2,Right Center Back,Left Wing Back,2
11,3895180,2,Center Forward,Right Wing Back,2
11,3895180,2,Center Forward,Saved,2
11,3895180,2,Center Forward,Left Attacking Midfield,4
11,3895180,2,Center Forward,Right Attacking Midfield,1
12,3895134,1,Left Wing Back,Left Center Back,4
12,3895134,1,Left Wing Back,Right Defensive Midfield,12
12,3895134,1,Left Wing Back,Left Defensive Midfield,3
12,3895134,1,Left Wing Back,Center Forward,2
12,3895134,1,Left Wing Back,Left Attacking Midfield,5
12,3895134,1,Left Wing Back,Right Attacking Midfield,1
12,3895134,1,Left Wing Back,Center Back,1
12,3895134,1,Left Wing Back,Goal,1
12,3895134,1,Center Back,Right Attacking Midfield,3
12,3895134,1,Center Back,Goalkeeper,1
12,3895134,1,Center Back,Left Wing Back,4
12,3895134,1,Center Back,Left Center Back,7
12,3895134,1,Center Back,Left Defensive Midfield,6
12,3895134,1,Center Back,Right Center Back,7
12,3895134,1,Center Back,Right Defensive Midfield,11
12,3895134,1,Center Back,Left Attacking Midfield,4
12,3895134,1,Right Attacking Midfield,Center Forward,3
12,3895134,1,Right Attacking Midfield,Right Wing Back,8
12,3895134,1,Right Attacking Midfield,Left Defensive Midfield,3
12,3895134,1,Right Attacking Midfield,Right Center Back,6
12,3895134,1,Right Attacking Midfield,Right Defensive Midfield,2
12,3895134,1,Right Attacking Midfield,Left Attacking Midfield,5
12,3895134,1,Right Attacking Midfield,Left Center Back,1
12,3895134,1,Right Attacking Midfield,Off T,1
12,3895134,1,Right Attacking Midfield,Center Back,3
12,3895134,1,Right Attacking Midfield,Blocked,1
12,3895134,1,Right Attacking Midfield,Left Wing Back,1
12,3895134,1,Center Forward,Right Wing Back,3
12,3895134,1,Center Forward,Left Center Back,1
12,3895134,1,Center Forward,Left Attacking Midfield,3
12,3895134,1,Center Forward,Saved,1
12,3895134,1,Center Forward,Left Wing Back,4
12,3895134,1,Center Forward,Left Defensive Midfield,1
12,3895134,1,Center Forward,Right Center Back,1
12,3895134,1,Center Forward,Right Defensive Midfield,2
12,3895134,1,Center Forward,Right Attacking Midfield,1
12,3895134,1,Right Wing Back,Left Attacking Midfield,4
12,3895134,1,Right Wing Back,Right Attacking Midfield,9
12,3895134,1,Right Wing Back,Right Center Back,1
12,3895134,1,Right Wing Back,Right Defensive Midfield,2
12,3895134,1,Right Wing Back,Center Forward,2
12,3895134,1,Right Wing Back,Left Wing Back,1
12,3895134,1,Right Wing Back,Center Back,2
12,3895134,1,Right Wing Back,Left Defensive Midfield,2
12,3895134,1,Right Wing Back,Off T,1
12,3895134,1,Left Defensive Midfield,Left Center Back,7
12,3895134,1,Left Defensive Midfield,Right Wing Back,6
12,3895134,1,Left Defensive Midfield,Left Attacking Midfield,4
12,3895134,1,Left Defensive Midfield,Center Back,8
12,3895134,1,Left Defensive Midfield,Center Forward,1
12,3895134,1,Left Defensive Midfield,Left Wing Back,5
12,3895134,1,Left Defensive Midfield,Right Center Back,4
12,3895134,1,Left Defensive Midfield,Right Defensive Midfield,5
12,3895134,1,Left Defensive Midfield,Right Attacking Midfield,6
12,3895134,1,Left Defensive Midfield,Goalkeeper,1
12,3895134,1,Left Center Back,Goalkeeper,2
12,3895134,1,Left Center Back,Left Defensive Midfield,5
12,3895134,1,Left Center Back,Right Attacking Midfield,2
12,3895134,1,Left Center Back,Left Wing Back,4
12,3895134,1,Left Center Back,Center Back,6
12,3895134,1,Left Center Back,Right Defensive Midfield,9
12,3895134,1,Left Center Back,Left Attacking Midfield,2
12,3895134,1,Left Center Back,Right Wing Back,2
12,3895134,1,Left Center Back,Right Center Back,1
12,3895134,1,Left Center Back,Center Forward,4
12,3895134,1,Goalkeeper,Right Center Back,2
12,3895134,1,Goalkeeper,Right Attacking Midfield,2
12,3895134,1,Goalkeeper,Left Center Back,3
12,3895134,1,Goalkeeper,Left Defensive Midfield,1
12,3895134,1,Goalkeeper,Center Back,1
12,3895134,1,Goalkeeper,Right Defensive Midfield,2
12,3895134,1,Goalkeeper,Center Forward,1
12,3895134,1,Right Center Back,Left Defensive Midfield,4
12,3895134,1,Right Center Back,Center Forward,1
12,3895134,1,Right Center Back,Right Wing Back,7
12,3895134,1,Right Center Back,Right Defensive Midfield,1
12,3895134,1,Right Center Back,Right Attacking Midfield,3
12,3895134,1,Right Center Back,Center Back,8
12,3895134,1,Right Center Back,Left Attacking Midfield,1
12,3895134,1,Right Center Back,Goalkeeper,1
12,3895134,1,Right Center Back,Left Center Back,1
12,3895134,1,Right Defensive Midfield,Left Attacking Midfield,10
12,3895134,1,Right Defensive Midfield,Left Defensive Midfield,14
12,3895134,1,Right Defensive Midfield,Right Attacking Midfield,2
12,3895134,1,Right Defensive Midfield,Left Wing Back,7
12,3895134,1,Right Defensive Midfield,Center Back,8
12,3895134,1,Right Defensive Midfield,Left Center Back,7
12,3895134,1,Right Defensive Midfield,Right Center Back,3
12,3895134,1,Right Defensive Midfield,Right Wing Back,2
12,3895134,1,Right Defensive Midfield,Center Forward,3
12,3895134,1,Left Attacking Midfield,Right Center Back,2
12,3895134,1,Left Attacking Midfield,Right Defensive Midfield,7
12,3895134,1,Left Attacking Midfield,Center Forward,8
12,3895134,1,Left Attacking Midfield,Goal,1
12,3895134,1,Left Attacking Midfield,Right Wing Back,3
12,3895134,1,Left Attacking Midfield,Left Wing Back,5
12,3895134,1,Left Attacking Midfield,Left Center Back,1
12,3895134,1,Left Attacking Midfield,Left Defensive Midfield,3
12,3895134,1,Left Attacking Midfield,Right Attacking Midfield,1
12,3895134,2,Right Center Back,Right Attacking Midfield,4
12,3895134,2,Right Center Back,Center Back,2
12,3895134,2,Right Center Back,Right Wing Back,3
12,3895134,2,Right Center Back,Left Attacking Midfield,2
12,3895134,2,Right Center Back,Goalkeeper,2
12,3895134,2,Right Center Back,Right Defensive Midfield,2
12,3895134,2,Right Center Back,Left Defensive Midfield,2
12,3895134,2,Right Center Back,Center Forward,1
12,3895134,2,Right Center Back,Left Center Back,1
12,3895134,2,Center Back,Left Wing Back,2
12,3895134,2,Center Back,Left Defensive Midfield,4
12,3895134,2,Center Back,Right Defensive Midfield,1
12,3895134,2,Center Back,Left Center Back,1
12,3895134,2,Center Back,Left Attacking Midfield,1
12,3895134,2,Left Wing Back,Left Defensive Midfield,6
12,3895134,2,Left Wing Back,Left Center Back,4
12,3895134,2,Left Wing Back,Right Defensive Midfield,5
12,3895134,2,Left Wing Back,Center Back,1
12,3895134,2,Left Wing Back,Right Wing Back,1
12,3895134,2,Left Wing Back,Left Attacking Midfield,5
12,3895134,2,Left Wing Back,Saved,1
12,3895134,2,Left Wing Back,Goal,1
12,3895134,2,Left Wing Back,Center Forward,1
12,3895134,2,Left Defensive Midfield,Right Wing Back,2
12,3895134,2,Left Defensive Midfield,Left Center Back,3
12,3895134,2,Left Defensive Midfield,Left Attacking Midfield,5
12,3895134,2,Left Defensive Midfield,Goalkeeper,1
12,3895134,2,Left Defensive Midfield,Left Wing Back,3
12,3895134,2,Left Defensive Midfield,Center Back,1
12,3895134,2,Left Defensive Midfield,Right Defensive Midfield,2
12,3895134,2,Left Defensive Midfield,Right Attacking Midfield,1
12,3895134,2,Right Defensive Midfield,Center Forward,1
12,3895134,2,Right Defensive Midfield,Left Attacking Midfield,2
12,3895134,2,Right Defensive Midfield,Center Back,2
12,3895134,2,Right Defensive Midfield,Left Defensive Midfield,6
12,3895134,2,Right Defensive Midfield,Right Wing Back,1
12,3895134,2,Center Forward,Right Wing Back,1
12,3895134,2,Center Forward,Left Center Back,1
12,3895134,2,Center Forward,Left Attacking Midfield,1
12,3895134,2,Center Forward,Wayward,1
12,3895134,2,Center Forward,Left Wing Back,1
12,3895134,2,Left Attacking Midfield,Left Wing Back,3
12,3895134,2,Left Attacking Midfield,Center Forward,3
12,3895134,2,Left Attacking Midfield,Right Wing Back,2
12,3895134,2,Left Attacking Midfield,Left Center Back,2
12,3895134,2,Left Attacking Midfield,Left Defensive Midfield,1
12,3895134,2,Left Attacking Midfield,Right Defensive Midfield,1
12,3895134,2,Left Attacking Midfield,Right Attacking Midfield,3
12,3895134,2,Left Center Back,Left Attacking Midfield,2
12,3895134,2,Left Center Back,Left Defensive Midfield,3
12,3895134,2,Left Center Back,Goalkeeper,1
12,3895134,2,Left Center Back,Right Attacking Midfield,2
12,3895134,2,Left Center Back,Right Defensive Midfield,2
12,3895134,2,Left Center Back,Left Wing Back,6
12,3895134,2,Left Center Back,Right Wing Back,2
12,3895134,2,Left Center Back,Center Back,2
12,3895134,2,Left Center Back,Center Forward,1
12,3895134,2,Goalkeeper,Right Attacking Midfield,1
12,3895134,2,Goalkeeper,Center Back,1
12,3895134,2,Goalkeeper,Left Wing Back,1
12,3895134,2,Goalkeeper,Center Forward,3
12,3895134,2,Goalkeeper,Left Center Back,2
12,3895134,2,Right Attacking Midfield,Right Wing Back,6
12,3895134,2,Right Attacking Midfield,Left Center Back,2
12,3895134,2,Right Attacking Midfield,Center Forward,1
12,3895134,2,Right Attacking Midfield,Left Wing Back,1
12,3895134,2,Right Attacking Midfield,Left Attacking Midfield,2
12,3895134,2,Right Wing Back,Right Attacking Midfield,5
12,3895134,2,Right Wing Back,Left Attacking Midfield,2
12,3895134,2,Right Wing Back,Center Back,1
12,3895134,2,Right Wing Back,Right Defensive Midfield,2
12,3895134,2,Right Wing Back,Left Defensive Midfield,1
12,3895134,2,Right Wing Back,Off T,1
12,3895134,2,Right Wing Back,Right Center Forward,2
12,3895134,2,Left Center Midfield,Left Wing Back,2
12,3895134,2,Left Center Midfield,Left Attacking Midfield,2
12,3895134,2,Left Center Midfield,Right Center Forward,1
12,3895134,2,Right Center Midfield,Left Center Back,2
12,3895134,2,Right Center Midfield,Left Defensive Midfield,2
12,3895134,2,Center Defensive Midfield,Goalkeeper,1
12,3895134,2,Center Defensive Midfield,Left Wing Back,1
12,3895134,2,Center Defensive Midfield,Center Back,1
12,3895134,2,Right Center Forward,Left Wing Back,1
12,3895134,2,Left Center Forward,Right Defensive Midfield,2
12,3895134,2,Left Center Forward,Right Wing Back,1
13,3895121,1,Right Defensive Midfield,Right Center Back,5
13,3895121,1,Right Defensive Midfield,Center Forward,7
13,3895121,1,Right Defensive Midfield,Left Defensive Midfield,16
13,3895121,1,Right Defensive Midfield,Left Attacking Midfield,6
13,3895121,1,Right Defensive Midfield,Right Attacking Midfield,5
13,3895121,1,Right Defensive Midfield,Left Center Back,9
13,3895121,1,Right Defensive Midfield,Left Wing Back,4
13,3895121,1,Right Defensive Midfield,Center Back,9
13,3895121,1,Right Defensive Midfield,Off T,1
13,3895121,1,Right Defensive Midfield,Right Wing Back,1
13,3895121,1,Right Center Back,Center Forward,2
13,3895121,1,Right Center Back,Right Wing Back,10
13,3895121,1,Right Center Back,Right Attacking Midfield,6
13,3895121,1,Right Center Back,Center Back,4
13,3895121,1,Right Center Back,Left Center Back,5
13,3895121,1,Right Center Back,Left Attacking Midfield,2
13,3895121,1,Right Center Back,Right Defensive Midfield,2
13,3895121,1,Right Center Back,Goalkeeper,2
13,3895121,1,Right Center Back,Left Defensive Midfield,2
13,3895121,1,Center Forward,Left Wing Back,2
13,3895121,1,Center Forward,Left Attacking Midfield,5
13,3895121,1,Center Forward,Blocked,2
13,3895121,1,Center Forward,Right Defensive Midfield,4
13,3895121,1,Center Forward,Right Attacking Midfield,2
13,3895121,1,Center Forward,Off T,1
13,3895121,1,Center Forward,Left Defensive Midfield,1
13,3895121,1,Center Forward,Center Back,1
13,3895121,1,Center Forward,Right Wing Back,1
13,3895121,1,Center Forward,Left Center Back,1
13,3895121,1,Left Wing Back,Left Defensive Midfield,5
13,3895121,1,Left Wing Back,Left Attacking Midfield,6
13,3895121,1,Left Wing Back,Center Forward,3
13,3895121,1,Left Wing Back,Left Center Back,11
13,3895121,1,Left Wing Back,Right Defensive Midfield,4
13,3895121,1,Left Wing Back,Off T,1
13,3895121,1,Left Wing Back,Right Attacking Midfield,2
13,3895121,1,Left Wing Back,Center Back,1
13,3895121,1,Left Defensive Midfield,Center Back,10
13,3895121,1,Left Defensive Midfield,Off T,2
13,3895121,1,Left Defensive Midfield,Right Defensive Midfield,13
13,3895121,1,Left Defensive Midfield,Left Center Back,10
13,3895121,1,Left Defensive Midfield,Right Attacking Midfield,5
13,3895121,1,Left Defensive Midfield,Left Attacking Midfield,6
13,3895121,1,Left Defensive Midfield,Left Wing Back,4
13,3895121,1,Left Defensive Midfield,Right Wing Back,5
13,3895121,1,Left Defensive Midfield,Center Forward,3
13,3895121,1,Left Defensive Midfield,Right Center Back,3
13,3895121,1,Center Back,Right Center Back,6
13,3895121,1,Center Back,Left Center Back,8
13,3895121,1,Center Back,Right Defensive Midfield,11
13,3895121,1,Center Back,Right Wing Back,3
13,3895121,1,Center Back,Left Defensive Midfield,11
13,3895121,1,Center Back,Right Attacking Midfield,7
13,3895121,1,Center Back,Left Attacking Midfield,4
13,3895121,1,Center Back,Left Wing Back,2
13,3895121,1,Center Back,Blocked,1
13,3895121,1,Center Back,Center Forward,1
13,3895121,1,Right Wing Back,Right Attacking Midfield,7
13,3895121,1,Right Wing Back,Right Defensive Midfield,3
13,3895121,1,Right Wing Back,Right Center Back,2
13,3895121,1,Right Wing Back,Center Forward,2
13,3895121,1,Right Wing Back,Center Back,2
13,3895121,1,Right Wing Back,Left Defensive Midfield,2
13,3895121,1,Right Wing Back,Left Attacking Midfield,1
13,3895121,1,Right Wing Back,Blocked,1
13,3895121,1,Right Attacking Midfield,Right Wing Back,7
13,3895121,1,Right Attacking Midfield,Left Defensive Midfield,5
13,3895121,1,Right Attacking Midfield,Center Forward,10
13,3895121,1,Right Attacking Midfield,Left Center Back,4
13,3895121,1,Right Attacking Midfield,Center Back,6
13,3895121,1,Right Attacking Midfield,Left Wing Back,4
13,3895121,1,Right Attacking Midfield,Right Center Back,4
13,3895121,1,Right Attacking Midfield,Right Defensive Midfield,6
13,3895121,1,Right Attacking Midfield,Left Attacking Midfield,3
13,3895121,1,Right Attacking Midfield,Blocked,1
13,3895121,1,Goalkeeper,Left Center Back,4
13,3895121,1,Goalkeeper,Center Back,3
13,3895121,1,Goalkeeper,Right Center Back,1
13,3895121,1,Left Center Back,Center Forward,3
13,3895121,1,Left Center Back,Goalkeeper,2
13,3895121,1,Left Center Back,Center Back,11
13,3895121,1,Left Center Back,Right Center Back,4
13,3895121,1,Left Center Back,Left Attacking Midfield,6
13,3895121,1,Left Center Back,Left Wing Back,7
13,3895121,1,Left Center Back,Left Defensive Midfield,12
13,3895121,1,Left Center Back,Right Defensive Midfield,14
13,3895121,1,Left Center Back,Right Attacking Midfield,3
13,3895121,1,Left Center Back,Right Wing Back,1
13,3895121,1,Left Center Back,Off T,1
13,3895121,1,Left Attacking Midfield,Center Forward,8
13,3895121,1,Left Attacking Midfield,Left Defensive Midfield,4
13,3895121,1,Left Attacking Midfield,Right Defensive Midfield,3
13,3895121,1,Left Attacking Midfield,Right Attacking Midfield,5
13,3895121,1,Left Attacking Midfield,Left Center Back,6
13,3895121,1,Left Attacking Midfield,Left Wing Back,3
13,3895121,1,Left Attacking Midfield,Center Back,2
13,3895121,1,Left Attacking Midfield,Goal,1
13,3895121,1,Left Attacking Midfield,Right Wing Back,1
13,3895121,1,Left Attacking Midfield,Right Center Back,1
13,3895121,2,Right Wing Back,Goalkeeper,1
13,3895121,2,Right Wing Back,Right Defensive Midfield,2
13,3895121,2,Right Wing Back,Right Center Back,5
13,3895121,2,Right Wing Back,Center Forward,4
13,3895121,2,Right Wing Back,Right Attacking Midfield,2
13,3895121,2,Right Wing Back,Post,1
13,3895121,2,Right Wing Back,Left Attacking Midfield,2
13,3895121,2,Goalkeeper,Right Center Back,2
13,3895121,2,Goalkeeper,Left Defensive Midfield,2
13,3895121,2,Goalkeeper,Right Defensive Midfield,1
13,3895121,2,Goalkeeper,Center Back,2
13,3895121,2,Goalkeeper,Left Center Back,1
13,3895121,2,Goalkeeper,Center Forward,4
13,3895121,2,Goalkeeper,Right Attacking Midfield,2
13,3895121,2,Right Center Back,Right Defensive Midfield,8
13,3895121,2,Right Center Back,Center Back,9
13,3895121,2,Right Center Back,Right Wing Back,12
13,3895121,2,Right Center Back,Right Attacking Midfield,2
13,3895121,2,Right Center Back,Left Center Back,2
13,3895121,2,Right Center Back,Left Defensive Midfield,3
13,3895121,2,Right Center Back,Center Forward,2
13,3895121,2,Right Center Back,Left Attacking Midfield,2
13,3895121,2,Right Defensive Midfield,Left Defensive Midfield,11
13,3895121,2,Right Defensive Midfield,Center Back,9
13,3895121,2,Right Defensive Midfield,Left Attacking Midfield,2
13,3895121,2,Right Defensive Midfield,Right Center Back,8
13,3895121,2,Right Defensive Midfield,Right Attacking Midfield,5
13,3895121,2,Right Defensive Midfield,Right Wing Back,1
13,3895121,2,Right Defensive Midfield,Left Wing Back,3
13,3895121,2,Right Defensive Midfield,Left Center Back,4
13,3895121,2,Right Defensive Midfield,Center Forward,1
13,3895121,2,Right Defensive Midfield,Goalkeeper,1
13,3895121,2,Right Defensive Midfield,Off T,1
13,3895121,2,Left Defensive Midfield,Left Attacking Midfield,3
13,3895121,2,Left Defensive Midfield,Left Center Back,11
13,3895121,2,Left Defensive Midfield,Right Center Back,6
13,3895121,2,Left Defensive Midfield,Center Back,5
13,3895121,2,Left Defensive Midfield,Left Wing Back,3
13,3895121,2,Left Defensive Midfield,Right Defensive Midfield,7
13,3895121,2,Left Defensive Midfield,Right Attacking Midfield,1
13,3895121,2,Left Attacking Midfield,Left Defensive Midfield,2
13,3895121,2,Left Attacking Midfield,Right Defensive Midfield,7
13,3895121,2,Left Attacking Midfield,Left Center Back,3
13,3895121,2,Left Attacking Midfield,Saved,1
13,3895121,2,Left Attacking Midfield,Right Center Back,1
